track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
2M9EoWPKzjiQaD6rvecB16,0.359,0.833,0,-5.09,1,0.0414,0.281,0.806,0.0569,0.223,86.059,4
2czOkgBDGB1xp0weLTruji,0.445,0.774,9,-6.664,0,0.0388,0.198,0.162,0.136,0.178,87.102,4
6F5uMdLMXy1z6vvMKixC21,0.193,0.252,9,-14.677,1,0.0302,0.85,0.922,0.113,0.126,106.27,4
5sXaWGSJHGZkym2BcTHIlx,0.513,0.867,10,-6.566,1,0.0364,0.00787,6.15e-06,0.187,0.525,81.08,4
2uEgFeRu6njygce2ZyOWA8,0.329,0.546,8,-8.186,1,0.0284,0.00241,0.868,0.129,0.173,146.059,3
3AO9yRWKckAxlE5FuLeJyn,0.378,0.638,9,-7.493,0,0.0296,0.00162,0.949,0.119,0.0527,103.999,4
1fNH9MKSSG2csLddsc9ziQ,0.383,0.729,11,-8.501,0,0.0414,0.17,0.00128,0.171,0.102,79.604,4
567e29TDzLwZwfDuEpGTwo,0.591,0.764,1,-5.484,1,0.0483,0.0383,0.0,0.103,0.478,169.928,4
6I3mqTwhRpn34SLVafSH7G,0.601,0.741,2,-5.569,1,0.0478,0.185,2.91e-05,0.415,0.441,153.96,4
6QFCMUUq1T2Vf5sFUXcuQ7,0.601,0.843,0,-4.87,1,0.0593,0.000704,5.27e-05,0.0681,0.534,128.002,4
50kpGaPAhYJ3sGmk6vplg0,0.609,0.378,4,-9.828,1,0.438,0.835,0.0,0.28,0.515,100.418,4
69u7FJV6RIbQS3VuqLPSwl,0.67,0.453,0,-11.265,1,0.295,0.256,0.327,0.117,0.685,135.047,4
09CtPGIpYB4BrO8qb1RGsF,0.654,0.76,0,-3.669,0,0.045,0.0797,0.0,0.299,0.41,99.945,4
6epn3r7S14KUqlReYr77hA,0.728,0.859,5,-5.237,0,0.137,0.0401,0.0,0.111,0.535,65.043,4
4iJyoBOLtHqaGxP12qzhQI,0.677,0.696,0,-6.181,1,0.119,0.321,0.0,0.42,0.464,90.03,4
4B0JvthVoAAuygILe3n4Bs,0.845,0.567,5,-8.118,0,0.0956,0.59,0.00142,0.0811,0.793,125.02,4
4HBZA5flZLE435QTztThqH,0.597,0.45,8,-6.658,1,0.0418,0.223,0.0,0.382,0.537,178.765,3
3U4isOIWM3VvDubwSI3y7a,0.422,0.264,8,-7.064,1,0.0322,0.922,0.0,0.132,0.331,119.93,4
0vH52Icuf6LzOFrkHE8mZG,0.476,0.686,1,-5.019,0,0.11,0.183,0.0,0.0997,0.243,152.617,4
0YFqKxV9uNu6LUeYkLOKRS,0.364,0.62,5,-6.638,0,0.0555,0.736,0.00225,0.429,0.491,79.904,4
7wMPhUSe6CZga1vOMpLTJP,0.489,0.54,6,-7.046,1,0.0288,0.126,0.0,0.103,0.27,81.4,4
6nxQdXa1uAL0rY72wPZu89,0.495,0.762,8,-3.842,1,0.0862,0.591,0.0,0.0763,0.708,123.893,4
2ZA4uMlSZjaoWGFqP1tsLI,0.469,0.132,10,-14.001,1,0.0798,0.928,0.0,0.0873,0.36,66.989,3
0QjQC8sGqxUkaJFBsJjtGm,0.361,0.357,8,-8.423,0,0.0312,0.704,0.0,0.219,0.153,122.962,4
3BLWGYOcy1svvsBByeFxLh,0.628,0.476,0,-4.947,1,0.0352,0.417,0.0,0.121,0.336,147.915,4
2sOj9vyd6yiss9W1IK6chU,0.42,0.725,8,-4.262,1,0.223,0.092,0.0,0.18,0.186,77.941,1
7uoxJCPiqiEa3fvOQQQbyn,0.629,0.746,0,-5.482,1,0.0401,0.0947,0.0,0.225,0.425,108.025,4
3JvrhDOgAt6p7K8mDyZwRd,0.484,0.731,1,-6.694,1,0.0379,0.431,0.0,0.151,0.51,101.654,4
29jtZGdgpE2lWm2mkIt6HS,0.595,0.723,7,-8.256,1,0.0349,0.047,0.0286,0.0995,0.272,108.043,1
2RiBogNRfulkNf7fVbPOrJ,0.637,0.864,8,-4.381,1,0.0468,0.484,0.0,0.222,0.706,99.995,4
2vB9ME0oZwfTGAUMC71CaT,0.632,0.863,0,-5.21,1,0.0446,0.0449,1.01e-06,0.13,0.731,101.976,4
429EttO8gs0bDo2SQfUNSm,0.388,0.66,11,-7.372,1,0.0308,0.312,0.000307,0.0943,0.401,143.554,4
6liNJDyWJjyHAgDnAX95bw,0.596,0.827,5,-4.402,1,0.0372,0.0242,0.0,0.0958,0.329,115.034,4
6Qwuw0eOeszVlewLpu24gR,0.657,0.396,7,-9.255,1,0.0293,0.805,1.58e-06,0.103,0.115,110.003,3
21DuXS5wpeO1z0dp445bop,0.552,0.873,0,-6.065,1,0.0464,0.00137,0.000273,0.0966,0.62,125.059,4
7oekneJCJO74ycdLzdk16v,0.733,0.663,5,-5.766,1,0.0322,0.101,6.98e-06,0.0694,0.53,127.974,4
5J7zqPpQkN9JZiaELHNKSL,0.386,0.675,4,-5.481,0,0.0424,0.323,3.68e-06,0.14,0.429,189.894,4
2V5Kycr8uGnAA9kHCCnogd,0.455,0.686,5,-7.037,0,0.0328,0.0436,0.000242,0.137,0.427,132.563,4
4QJmlInAGzQEwqXKRq9zcH,0.533,0.802,5,-6.837,0,0.0295,0.000569,0.465,0.331,0.601,103.081,4
62KoBrLtLvNKd10NsYlSrf,0.662,0.887,1,-6.083,0,0.0329,0.0479,0.00074,0.143,0.745,134.978,4
44LxZrjUpbpmVouVe70NF9,0.634,0.589,9,-8.12,0,0.0277,0.0833,0.000119,0.194,0.494,117.952,4
3ri5nyl02TVGSlVNbUx3Ew,0.343,0.772,0,-7.3,1,0.0511,0.0464,0.00954,0.339,0.0733,126.323,4
4UI9qhLv0jSrXSJo3Ly6K3,0.642,0.604,9,-8.02,0,0.0276,0.0905,0.000213,0.234,0.551,118.005,4
2YRZmJgWEvZ7E9aiysc1Vk,0.574,0.64,11,-8.288,0,0.0368,0.285,0.016,0.228,0.389,141.957,4
60Vuwv4SNkXZ2k5C0WAZtt,0.664,0.897,0,-6.411,1,0.032,0.0713,0.000783,0.175,0.637,120.005,4
6nMFY2HRQuWpe8QWec4ZR2,0.673,0.868,1,-6.07,0,0.0307,0.0549,0.0013,0.118,0.784,135.023,4
6iNzrkWU5lvl9jeveBs2x5,0.414,0.219,11,-11.45,0,0.0291,0.799,0.00641,0.112,0.131,75.276,4
4h9wh7iOZ0GGn8QVp4RAOB,0.704,0.797,0,-5.927,1,0.0475,0.0826,0.000745,0.0546,0.825,139.994,4
2tpWsVSb9UEmDRxAl1zhX1,0.664,0.705,1,-4.972,0,0.0382,0.0654,0.0,0.118,0.477,122.016,4
07fbDnkKdZGk1gLvknxrns,0.624,0.684,3,-5.507,0,0.0513,0.0336,0.0,0.0771,0.75,163.033,4
5r43qanLhUCdBj8HN3fa6B,0.697,0.875,5,-4.621,1,0.034,0.137,0.0,0.28,0.774,140.069,4
6KL88T4Ma4ABXqzgUoEwkd,0.682,0.72,11,-8.176,0,0.0382,0.321,0.0,0.205,0.649,116.988,4
1NrJYpdAi7uosDRPmSYrsG,0.593,0.74,8,-6.12,1,0.0339,0.363,2.22e-05,0.102,0.502,118.008,4
1NhPKVLsHhFUHIOZ32QnS2,0.516,0.764,2,-6.223,1,0.0366,0.0717,0.0,0.115,0.376,148.021,4
3IQF4xCQUPicbA4hWfTxPo,0.593,0.851,9,-5.456,1,0.0446,0.0683,0.0,0.271,0.344,119.987,4
6OtCIsQZ64Vs1EbzztvAv4,0.634,0.69,6,-7.804,1,0.052,0.0771,0.0,0.132,0.645,94.988,4
37LNNQNbL1YLyutBG6aWRx,0.761,0.606,11,-7.742,0,0.0424,0.157,0.0,0.574,0.646,121.038,4
4W4fNrZYkobj539TOWsLO2,0.575,0.5,1,-7.594,0,0.0707,0.227,0.0,0.335,0.506,67.033,4
1oFAF1hdPOickyHgbuRjyX,0.65,0.825,0,-4.645,1,0.0325,0.0215,2.44e-05,0.0936,0.593,118.091,4
7xoUc6faLbCqZO6fQEYprd,0.628,0.593,8,-5.036,1,0.0323,0.093,1.65e-06,0.096,0.104,125.026,4
6ocbgoVGwYJhOv1GgI9NsF,0.778,0.317,1,-10.732,0,0.334,0.592,0.0,0.0881,0.327,140.048,4
6RUhbFEhrvGISaQ8u2j2JN,0.664,0.602,4,-5.369,0,0.0412,0.0529,0.0,0.356,0.289,134.049,3
35mvY5S1H3J2QZyna3TFe0,0.737,0.802,0,-4.771,1,0.0878,0.468,0.0,0.0931,0.682,144.015,4
63y6xWR4gXz7bnUGOk8iI6,0.623,0.734,9,-5.948,1,0.107,0.0162,1.75e-06,0.145,0.37,107.853,4
3e9HZxeyfWwjeyPAMmWSSQ,0.717,0.653,1,-5.634,1,0.0658,0.229,0.0,0.101,0.412,106.966,4
5J4ZkQpzMUFojo1CtAZYpn,0.472,0.714,1,-4.389,0,0.0334,0.00937,0.0,0.0764,0.24,98.992,4
0lizgQ7Qw35od7CYaoMBZb,0.525,0.621,7,-7.364,1,0.116,0.0489,0.0,0.294,0.591,191.9,4
5TXDeTFVRVY7Cvt0Dw4vWW,0.746,0.251,11,-16.169,0,0.259,0.782,0.00203,0.106,0.18,139.999,4
2ZRo7axmMPeSVUvDbGkJah,0.592,0.457,9,-6.081,0,0.0603,0.661,0.000331,0.146,0.225,146.04,4
3GVkPk8mqxz0itaAriG1L7,0.734,0.57,7,-7.066,0,0.133,0.847,2.14e-05,0.112,0.689,129.953,4
7AQim7LbvFVZJE3O8TYgf2,0.797,0.533,0,-9.74,0,0.0412,0.0172,0.000152,0.103,0.329,131.036,4
7m9OqQk4RVRkw9JJdeAw96,0.872,0.391,0,-9.144,0,0.242,0.469,4.13e-06,0.297,0.437,134.021,4
0JP9xo3adEtGSdUEISiszL,0.921,0.537,9,-5.723,0,0.0804,0.556,0.00404,0.102,0.711,128.009,4
3ee8Jmje8o58CHK66QrVC2,0.74,0.613,8,-4.88,1,0.145,0.258,0.00372,0.123,0.473,75.023,4
7floNISpH8VF4z4459Qo18,0.763,0.726,1,-6.405,1,0.282,0.259,0.0,0.0976,0.349,139.059,4
4jvjzW7Hm0yK4LvvE0Paz9,0.669,0.574,4,-6.442,0,0.0286,0.0175,0.00294,0.146,0.273,120.013,4
7AFASza1mXqntmGtbxXprO,0.669,0.308,11,-10.068,1,0.029,0.883,0.0,0.0984,0.52,64.934,4
3CRDbSIZ4r5MsZ0YwxuEkn,0.734,0.637,4,-5.677,0,0.141,0.0462,2.29e-05,0.0602,0.648,169.977,4
6i0V12jOa3mr6uu4WYhUBr,0.732,0.396,4,-9.348,0,0.0286,0.0841,3.58e-05,0.105,0.548,90.024,4
2Z8WuEywRWYTKe1NybPQEW,0.645,0.713,6,-5.355,1,0.0393,0.00835,0.0,0.113,0.566,74.989,4
3bnVBN67NBEzedqQuWrpP4,0.655,0.632,2,-4.802,1,0.0489,0.0189,0.0,0.0722,0.447,120.113,4
23OXdR7YuUBVWh5hSnYJau,0.609,0.674,10,-7.388,0,0.0548,0.0735,0.06,0.345,0.315,90.009,4
5cbpoIu3YjoOwbBDGUEp3P,0.766,0.519,9,-7.355,0,0.0366,0.098,0.0,0.0855,0.612,129.972,4
36tghkPg1AO4HsAzo6YpPp,0.68,0.693,0,-7.234,1,0.0435,0.445,0.0,0.208,0.851,114.948,4
57yL3161hUMuw06zzzUCHi,0.719,0.645,2,-6.141,0,0.0358,0.121,0.00316,0.362,0.69,123.02,4
5HeKOKc4phmLn8e4I7EkzD,0.749,0.723,1,-6.609,1,0.0432,0.0563,0.022,0.0977,0.674,108.999,4
2nG54Y4a3sH9YpfxMolOyi,0.588,0.856,9,-5.242,0,0.0316,0.000818,0.0739,0.238,0.635,96.966,4
22skzmqfdWrjJylampe0kt,0.633,0.927,2,-4.468,1,0.0839,0.0267,0.0,0.0986,0.88,146.097,4
6CjtS2JZH9RkDz5UVInsa9,0.781,0.526,6,-6.986,0,0.293,0.0633,0.0,0.0457,0.665,94.993,4
1o1Pny4JcE3LdUBeBedbm6,0.768,0.782,7,-5.545,1,0.141,0.0545,0.0,0.338,0.842,116.492,4
5pfJsMwoRYKampPay8amX0,0.828,0.609,1,-4.402,1,0.0694,0.0916,1.21e-06,0.291,0.707,109.725,4
2NywFcoD8G4U5SyIh8CWQ3,0.399,0.599,3,-6.987,1,0.204,0.363,0.0,0.188,0.0903,73.052,4
2SUbEGOWS0cUV19uFjQQxR,0.618,0.475,8,-9.05,1,0.165,0.718,2.33e-05,0.0994,0.313,84.964,4
4fgkGLPCFDVFMQfuGIaPpA,0.762,0.548,9,-7.072,1,0.286,0.175,0.0,0.114,0.468,85.131,4
7pDxNYVQLKzrbkCe8OCag3,0.77,0.818,7,-3.914,1,0.0533,0.0411,0.000127,0.164,0.459,120.979,4
7gSyfcCtcnlHDbA8O3Lnls,0.536,0.873,6,-6.505,1,0.409,0.725,0.00946,0.684,0.644,164.084,4
3JIqogHHQIQW1uJ5Yivb88,0.612,0.568,4,-8.555,0,0.0743,0.523,0.0,0.217,0.23,116.247,4
0nrRP2bk19rLc0orkWPQk2,0.532,0.783,2,-5.697,1,0.0523,0.0038,0.0012,0.161,0.643,124.08,4
0ct6r3EGTcMLPtrXHDvVjc,0.527,0.835,6,-5.298,1,0.0433,0.0166,0.0,0.249,0.654,125.983,4
2P4OICZRVAQcYAV2JReRfj,0.579,0.736,6,-3.863,0,0.0527,0.31,0.0,0.198,0.613,127.999,4
5UqCQaDshqbIk3pkhy4Pjg,0.584,0.889,1,-5.941,0,0.0343,0.0462,0.828,0.309,0.464,126.04,4
4lhqb6JvbHId48OUJGwymk,0.545,0.78,7,-4.867,0,0.0436,0.0309,4.64e-05,0.0828,0.458,125.014,4
6Pgkp4qUoTmJIPn7ReaGxL,0.662,0.858,2,-4.844,1,0.0428,0.00163,0.0,0.0456,0.295,133.993,4
4eDYMhIin1pSLIG96f1aD0,0.569,0.785,1,-4.057,0,0.0457,0.0505,1.12e-06,0.086,0.303,128.031,4
2x0RZdkZcD8QRI53XT4GI5,0.802,0.645,5,-6.181,0,0.0715,0.272,0.0,0.119,0.376,100.001,4
591nHHHzZl1NLt9PMKpinM,0.509,0.79,6,-3.782,0,0.0374,0.332,6.67e-05,0.316,0.638,127.946,4
75NhhYjHO43mvZgYtnXgti,0.655,0.666,5,-5.309,1,0.0612,0.134,2.12e-05,0.0683,0.272,102.977,4
75cOXn4hczIHpxTEEI8aRT,0.748,0.738,9,-6.631,1,0.0747,0.0391,0.0209,0.182,0.335,145.029,4
7ECkPmBQ40gyRtcXrZ35tm,0.861,0.432,9,-9.66,0,0.218,0.203,0.0,0.212,0.268,105.054,4
46dtAUUAnEeomPElYRiKHW,0.543,0.767,2,-7.547,1,0.306,0.324,2.17e-06,0.111,0.434,86.425,4
2H0red8l2Um0PWJnDAepW1,0.769,0.797,4,-7.868,0,0.289,0.0813,3.45e-06,0.219,0.587,130.086,4
1c9M4FMvPE2rMyXJuWHhLC,0.764,0.656,2,-6.809,1,0.0583,0.0275,0.0019,0.326,0.2,131.314,4
4x7wqBn9yIBUglyGJhvUl7,0.769,0.728,9,-6.247,0,0.329,0.172,0.0,0.0573,0.689,171.28,4
6xXgB12m3hq80IIhHtOM8o,0.801,0.885,6,-3.906,1,0.348,0.0568,0.0,0.13,0.789,144.95,4
2CvuNrFhIqLi0IC4gkQfqg,0.836,0.855,1,-5.517,1,0.335,0.0091,0.0,0.266,0.731,160.072,4
43qUnn12BukVy8Mxdl2H4V,0.711,0.927,10,-4.59,1,0.267,0.297,0.0,0.422,0.649,120.034,4
4ZIlOIeMzhHRkvIZQW1R2N,0.844,0.885,7,-3.823,1,0.285,0.129,0.0,0.095,0.75,126.048,4
1KxwZYyzWNyZSRyErj2ojT,0.479,0.545,7,-7.346,1,0.0688,0.365,0.0,0.0963,0.243,74.897,4
38OudvGwGjmc5R4sDb2rd0,0.547,0.0739,4,-13.961,0,0.052,0.948,0.0,0.108,0.25,142.526,4
70HWRkitkAKfos500LBk0T,0.631,0.402,5,-11.125,1,0.0286,0.616,0.0114,0.0892,0.598,78.0,4
1Fc2Gqn9bTuoeSHfhl1net,0.619,0.457,0,-9.324,0,0.0348,0.581,4.63e-05,0.136,0.434,79.938,4
6i1D00RfMyWljXRXz0QGzh,0.431,0.484,4,-7.27,1,0.0583,0.506,0.0,0.117,0.517,150.739,4
1qlazPhrxw3xGG1MZHQ1p6,0.597,0.624,7,-6.931,1,0.0283,0.0947,8.62e-05,0.0946,0.84,104.541,4
6eQYZ57P28uc8caJagxYcZ,0.625,0.736,1,-8.658,0,0.0325,0.118,0.0,0.167,0.909,105.529,4
1wJNpWv8GbyEVAxoxlf3gT,0.755,0.643,9,-9.097,0,0.0268,0.0264,3.52e-05,0.267,0.471,126.035,4
6NEwGCi8Zz9QNX3soVCvnz,0.507,0.299,1,-12.728,1,0.0344,0.781,4.79e-06,0.126,0.441,120.794,4
2oXvizvCiIIpkyVyzQS6Qr,0.467,0.384,1,-9.968,1,0.0278,0.77,1.98e-06,0.104,0.477,78.685,4
2HbKqm4o0w5wEeEFXm2sD4,0.716,0.531,7,-7.355,1,0.122,0.0703,0.0,0.224,0.344,71.994,4
7KXjTSCq5nL1LoYtL7XAwS,0.908,0.621,1,-6.638,0,0.102,0.000282,5.39e-05,0.0958,0.421,150.011,4
3GCdLUSnKSMJhs4Tj6CV3s,0.698,0.633,8,-4.946,1,0.0597,0.0605,0.000194,0.0926,0.552,96.924,4
3QFInJAm9eyaho5vBzxInN,0.711,0.611,1,-5.453,1,0.33,0.00588,0.0,0.23,0.144,134.093,4
6PGoSes0D9eUDeeAafB2As,0.8,0.585,10,-7.343,1,0.0924,0.264,0.0,0.153,0.779,126.058,4
6IZvVAP7VPPnsGX6bvgkqg,0.665,0.535,4,-7.056,0,0.0572,0.0786,1.68e-05,0.154,0.37,138.842,4
6qAcApH8obo8eqatCKUHd9,0.602,0.648,2,-6.905,1,0.103,0.0104,0.0,0.217,0.174,170.091,4
6huNf4dutXRjJyGn7f5BPS,0.732,0.678,2,-4.977,1,0.0886,0.0867,2.41e-05,0.112,0.196,100.626,4
3iVcZ5G6tvkXZkZKlMpIUs,0.796,0.766,7,-5.974,1,0.238,0.0742,0.0,0.0827,0.558,110.034,4
6REbwUNlppTfcnV4d4ZoZi,0.577,0.447,8,-5.892,1,0.277,0.00627,0.00022,0.0899,0.189,74.236,4
3JvKfv6T31zO0ini8iNItO,0.445,0.537,4,-8.532,0,0.04,0.695,1.65e-05,0.0944,0.131,122.769,4
1XTY6rA7XQosc0ynkkE9kN,0.48,0.199,6,-12.398,1,0.0329,0.931,0.0563,0.0978,0.201,165.476,4
4Et6tUEO7biKxZEfJXpNj1,0.79,0.764,4,-4.685,0,0.0737,0.0836,0.0871,0.132,0.473,123.046,4
4KlL5Bwlm4yHYxr0B2rHci,0.445,0.179,1,-12.938,1,0.0396,0.952,0.00056,0.107,0.119,72.246,4
1MtqOE9Uy6SZjPnBi1X7pQ,0.687,0.187,7,-13.185,0,0.0344,0.983,0.00348,0.107,0.105,117.848,4
1dWUBCoztAMZcqec1CAE6z,0.326,0.157,4,-16.287,0,0.0415,0.971,0.138,0.191,0.3,178.711,4
2Q3UgGcvhdaX6k13PDNguP,0.468,0.473,1,-8.503,0,0.0281,0.278,0.00061,0.117,0.286,79.055,4
1rGxG6Y5OgmSwGPRPJv9Q4,0.518,0.126,10,-12.102,1,0.0431,0.942,0.0,0.105,0.166,75.991,4
5snyhxAh55A2wlNRH7VVZJ,0.87,0.554,4,-5.828,0,0.0635,0.0802,0.0739,0.115,0.462,123.998,4
3oKrYP7f3Q1J5hxKX2Rkvi,0.648,0.127,2,-14.996,1,0.0423,0.87,0.00592,0.085,0.218,75.315,4
1jKlRcH7X78ps1yKBTWyUV,0.443,0.579,6,-6.517,0,0.187,0.125,0.0,0.284,0.256,83.827,4
4Ls53fBNVfaXTROBi6X8Hw,0.485,0.545,11,-7.924,1,0.0336,0.0651,0.00547,0.0642,0.0385,150.185,4
0FA4wrjDJvJTTU8AepZTup,0.686,0.897,11,-7.18,0,0.0386,0.0103,0.103,0.153,0.355,129.975,4
0uxSUdBrJy9Un0EYoBowng,0.773,0.75,8,-4.009,0,0.117,0.109,0.0,0.174,0.783,123.426,4
7GX5flRQZVHRAGd6B4TmDO,0.732,0.75,11,-6.366,0,0.231,0.00264,0.0,0.109,0.401,155.096,4
2eAZfqOm4EnOF9VvN50Tyc,0.703,0.757,1,-3.612,1,0.05,0.617,0.0,0.106,0.696,82.008,4
4daEMLSZCgZ2Mt7gNm2SRa,0.64,0.609,1,-7.714,0,0.304,0.492,2.47e-06,0.152,0.393,131.889,4
0B8QzDH7YWih85V5SEMnyJ,0.795,0.568,5,-7.817,0,0.142,0.0541,0.0,0.108,0.478,136.173,4
2Hc1LaV6bzFil3dE71eORA,0.777,0.604,9,-4.452,0,0.0397,0.000713,5.64e-05,0.151,0.121,111.998,4
41bmnQZoDMQdDh5zyomtW7,0.731,0.605,1,-5.01,1,0.19,0.067,7.7e-06,0.177,0.413,132.946,4
6qn9YLKt13AGvpq9jfO8py,0.734,0.766,1,-4.485,1,0.0383,0.025,0.00138,0.108,0.6,127.986,4
22dUzMFttcR3uU17NcOAIv,0.587,0.924,11,-5.433,0,0.0457,0.0311,0.0171,0.23,0.509,140.009,4
7ef4DlsgrMEH11cDZd32M6,0.791,0.862,9,-3.24,0,0.11,0.037,2.19e-05,0.0814,0.592,123.994,4
5eTaQYBE1yrActixMAeLcZ,0.636,0.869,9,-5.289,1,0.0412,0.0378,0.0446,0.0808,0.306,143.011,4
0azC730Exh71aQlOt9Zj3y,0.631,0.927,9,-2.787,0,0.0332,0.199,0.119,0.148,0.465,123.962,4
7MmG8p0F9N3C4AXdK6o6Eb,0.646,0.823,2,-4.123,0,0.0394,0.213,0.0,0.322,0.418,128.035,4
6YUTL4dYpB9xZO5qExPf05,0.596,0.856,4,-3.556,0,0.0346,0.0211,0.0178,0.141,0.743,127.949,4
1gihuPhrLraKYrJMAEONyc,0.707,0.924,7,-2.842,1,0.031,0.000972,0.00703,0.204,0.919,127.937,4
1vvNmPOiUuyCbgWmtc6yfm,0.818,0.913,4,-3.06,0,0.0426,0.093,3.69e-05,0.161,0.536,119.986,4
22mek4IiqubGD9ctzxc69s,0.738,0.868,11,-4.373,0,0.0731,0.0392,0.00169,0.388,0.336,122.003,4
2L0PS0QPEj3X4c8r2yRs6J,0.6,0.478,8,-10.259,1,0.0378,0.0862,0.00221,0.214,0.0983,126.078,4
7D4z1XXjCNn82NITgTTmLE,0.387,0.45,10,-7.979,1,0.0314,0.398,0.0,0.114,0.139,179.309,4
3ZcvH5udd9hJDXTb0mJore,0.771,0.638,0,-6.592,1,0.21,0.0284,0.0,0.312,0.54,186.163,4
47MhIcE21IhpF4nBHHGCn4,0.693,0.581,2,-6.551,1,0.114,0.102,0.0,0.0573,0.328,170.044,4
5XSJaW6z0cr3ybxYMos6XG,0.743,0.271,8,-10.906,1,0.13,0.623,0.0,0.101,0.849,140.016,4
5xNtY29Svu9tWMqF7TD8wi,0.807,0.755,11,-5.858,0,0.0712,0.0681,2.1e-06,0.118,0.79,130.0,4
7Buwh9QtKvKm3UasCwHDGA,0.673,0.689,8,-4.238,1,0.0291,0.00122,0.0,0.0629,0.927,107.997,4
4EHzQd5ARBtaTGZE8Bh3ES,0.726,0.728,8,-3.835,1,0.0364,0.103,0.0,0.0939,0.628,117.976,4
249Zzg4XBuyzfNoXRYnajI,0.575,0.733,1,-4.107,0,0.114,0.104,0.0,0.0825,0.31,141.635,4
07u4lHHmW6k6AYESK9NPIX,0.764,0.675,1,-4.296,0,0.0478,0.0171,0.000543,0.115,0.381,130.006,4
6v3KW9xbzN5yKLt9YKDYA2,0.759,0.548,9,-6.049,0,0.029,0.0392,0.0,0.0828,0.749,116.967,4
2ogKhhoMClkFXek7ZgxAhN,0.377,0.651,4,-5.437,0,0.0589,0.0197,5.31e-05,0.174,0.0851,129.607,4
2DB4DdfCFMw1iaR6JaR03a,0.756,0.697,8,-6.377,1,0.0401,0.182,0.0,0.333,0.956,94.996,4
1rfofaqEpACxVEHIZBJe6W,0.765,0.523,2,-4.333,1,0.03,0.184,3.56e-05,0.132,0.394,104.988,4
1qCHidBbWAgv3pn6UbZ4Lg,0.666,0.796,10,-6.967,0,0.103,0.0492,0.0,0.0442,0.61,110.108,4
4vUmTMuQqjdnvlZmAH61Qk,0.857,0.621,9,-6.376,0,0.0825,0.148,0.0,0.0865,0.668,97.989,4
3yOlyBJuViE2YSGn3nVE1K,0.724,0.491,8,-6.024,1,0.0296,0.018,1.29e-05,0.0887,0.383,105.046,4
4eWQlBRaTjPPUlzacqEeoQ,0.637,0.713,0,-4.333,1,0.0747,0.181,0.000637,0.137,0.243,129.923,4
2GyA33q5rti5IxkMQemRDH,0.687,0.761,9,-4.582,0,0.0876,0.102,0.0,0.147,0.743,113.939,4
4VUwkH455At9kENOfzTqmF,0.638,0.717,2,-4.722,1,0.0337,0.346,0.0,0.105,0.249,100.027,4
6CvTEtGagmzQvkUzzyKR9k,0.815,0.741,1,-6.04,1,0.0569,0.0277,0.0183,0.219,0.591,125.031,4
5KbBVSj6AJZ5662fO8EYFh,0.777,0.774,8,-3.079,0,0.0553,0.0895,0.000401,0.0909,0.661,123.982,4
4qu63nuBpdn0qHUHuObEj1,0.721,0.738,7,-4.77,1,0.0403,0.00226,4.41e-06,0.118,0.637,119.976,4
7BqHUALzNBTanL6OvsqmC1,0.687,0.792,5,-2.749,1,0.0452,0.191,0.0,0.167,0.671,100.011,4
7vGuf3Y35N4wmASOKLUVVU,0.52,0.761,4,-3.093,1,0.0853,0.256,4.96e-06,0.17,0.286,141.971,4
10xV5l9nhLvFpR8mqzs0bL,0.912,0.774,0,-4.673,0,0.0455,0.121,0.0127,0.101,0.632,119.966,4
08bNPGLD8AhKpnnERrAc6G,0.626,0.88,9,-2.384,0,0.0504,0.205,0.0,0.128,0.534,95.079,4
0tBbt8CrmxbjRP0pueQkyU,0.724,0.804,11,-4.614,0,0.0448,0.124,0.0,0.204,0.306,124.987,4
2Y0wPrPQBrGhoLn14xRYCG,0.625,0.814,0,-5.181,1,0.0657,0.0172,0.0,0.158,0.535,144.991,4
1N8klHEbZ0bFOHnMVs8C9S,0.732,0.464,1,-9.722,1,0.0527,0.0899,3.1e-05,0.0997,0.647,149.954,4
0lYBSQXN6rCTvUZvg9S0lU,0.649,0.716,8,-5.371,1,0.0349,0.0863,2.63e-05,0.135,0.163,99.988,4
0k0GtcnyQLMiXrdEDbLXmJ,0.797,0.743,11,-6.005,1,0.174,0.164,1.2e-06,0.164,0.768,114.878,4
01aTsQoKoeXofSTvKuunzv,0.723,0.809,7,-3.081,0,0.0625,0.00346,0.00123,0.565,0.274,98.007,4
0KoiMHhqKLoL4xM54rcWYY,0.842,0.801,8,-4.167,0,0.228,0.157,4.82e-06,0.0642,0.617,95.881,4
0ITaSRuI0L1RNL7ZNYTTi7,0.602,0.824,0,-4.087,0,0.0547,0.0867,0.0,0.0947,0.442,125.147,4
0g5EKLgdKvNlln7TNqBByK,0.583,0.695,9,-5.336,1,0.0423,0.0141,0.0,0.0527,0.224,104.879,4
6IPNp9PfaEqrzotY47TIWy,0.8,0.837,6,-2.807,0,0.0491,0.00406,0.00313,0.0904,0.702,100.015,4
6osaMSJh9NguagEDQcZaKx,0.694,0.758,11,-2.986,1,0.218,0.278,1.34e-06,0.102,0.371,192.091,4
67awxiNHNyjMXhVgsHuIrs,0.818,0.799,1,-4.1,0,0.156,0.00107,0.128,0.057,0.0815,100.014,4
57kR5SniQIbsbVoIjjOUDa,0.407,0.725,5,-5.346,0,0.188,0.0141,2.46e-06,0.306,0.247,196.093,4
